date,product_id,product_status,stock
2018-07-26,1005,Off,39
2018-07-26,1006,Off,95
2018-07-26,1007,On,4
2018-07-26,1008,Off,68
2018-07-26,1009,On,49
2018-07-26,1010,On,45
2018-07-25,1001,Off,92
2018-07-25,1002,Off,65
2018-07-25,1003,Off,71
2018-07-25,1004,On,91
2018-07-25,1005,On,75
2018-07-25,1006,Off,38
2018-07-25,1007,Off,46
2018-07-25,1008,On,35
2018-07-25,1009,Off,100
2018-07-25,1010,Off,1
2018-07-24,1001,Off,93
2018-07-24,1002,Off,17
2018-07-24,1003,Off,70
2018-07-24,1004,Off,49
2018-07-24,1005,On,36
2018-07-24,1006,Off,46
2018-07-24,1007,Off,40
2018-07-24,1008,On,11
2018-07-24,1009,Off,70
2018-07-24,1010,On,32
2018-07-23,1001,Off,20
2018-07-23,1002,Off,100
2018-07-23,1003,Off,64
2018-07-23,1004,Off,80
2018-07-23,1005,On,2
2018-07-23,1006,On,3
2018-07-23,1007,Off,65
2018-07-23,1008,Off,84
2018-07-23,1009,On,85
2018-07-23,1010,On,21
